question,answer,context,task_category,source
Ṣe àlàyé lórí pàtàkì òwe: 'Eegun àjànàkú: ó há ìkokò lẹ́nu.,"Owe Yorùbá ti a mọ̀ sí 'Eegun àjànàkú: ó há ìkokò lẹ́nu' jẹ́ òwe tí ó tọ́ka sí iṣẹ́lẹ́ kan nígbàtí ènìyàn bá ti járà sí òhun tí ó gbàgbé pé ó kọjá agbára tàbí ètò rẹ̀. Bíí àpẹẹrẹ, nígbà ayé àwọn baba ńlá wa, ọdọmọdekunrin kan tó gbàgbọ́ nípa agbára àrà ọ̀tọ̀ tó ti gbọ́ kan, pinnu láti bá àwọn àgbà lagbaja láti mu òfo agbára wọn. Láìpẹ́, ó di mímọ̀ pé agbára rẹ̀ kọjá óhun tí ó le gbá mọ́, tí ìjàánu rẹ̀ sì jẹ àbájáde òǹròǹrò. Owe náà ń kọ́ wa pé a gbọdọ̀ mọ igi lé igi, kí a máa ṣe èyíkan soso gbogbo iṣẹ́, kí a sì mọ àlà náà tí agbára ènìyàn dé.","proverb: Eegun àjànàkú: ó há ìkokò lẹ́nu.
meaning: A person has overreached him/herself and is paying the price of folly.
",generation,proverbs.csv
Kí ni ìtumọ̀ ọ̀rọ̀ Yorùbá: 'Erin kì í fọn kọ́mọ-ọ rẹ̀ ó fọn'?,"Òwe Yorùbá yìí, 'Erin kì í fọn kọ́mọ-ọ rẹ̀ ó fọn', túmọ̀ sí pé ènìyàn kò gbọdọ̀ gbiyanju láti ẹ̀mí nkan tí kò bá àgbáyé wọn jẹ. Ó fọwọ́sowọ́pọ̀ pẹ̀lú ẹ̀kọ́ tí ó sọ pé ènìyàn kò gbọdọ̀ fi ara rẹ ṣe afiwé pẹ̀lú àwọn ti ògo wọn tobi ju tẹni lọ, kíákíá ni àwọn irú bẹ́ẹ̀ máa ń kùnà láti ìrírí àìtẹ́lọrun àti àwọn ìṣòro míì.","proverb: Erin kì í fọn kọ́mọ-ọ rẹ̀ ó fọn.
meaning: Lowly people should not emulate illustrious ones.
",generation,proverbs.csv
Kí ni ìtumọ̀ òwe yii: 'Ọ̀ràn búburú kì í bá ikún nílé'?,"Òwe náà, 'Ọ̀ràn búburú kì í bá ikún nílé', túmọ̀ sí ìgbàgbọ́ pé àwọn ènìyàn lè yẹra fún àjálù tàbí ìpònjú tí ó lè dáyé nígba tí wọn bá mọ̀ ná. Ó dà bíi tí a bá n sọ pé ẹni tí ó bá mọ̀ọ́mọ̀ gbé ìgbésẹ̀ lásíkò tó tọ́, yóò láyò láìpẹ́. Ọgbẹ̀ni Ade, fún àpẹrẹ, ìbá mu ìmọ̀ràn ọ̀rẹ́ rẹ̀ lórí iṣẹ́ tuntun kan, ó ṣeé ṣe kó máà rí ọ̀ràn búburú tí yóò kọjá lójú ọ̀nà rẹ̀, nítorí ó tí ṣe àtúnṣe àti ìpèsè ààbò fún ara rẹ̀.","proverb: Ọ̀ràn búburú kì í bá ikún nílé.
meaning: A statement that one will never be around when disaster occurs.
",generation,proverbs.csv
Kí ni ọgbọ́n tí òwe Yorùbá yìí kọ́ wa? 'Ọ̀dẹ̀ ọmọ ńfi ìdò ṣeré.',"Òwe Yorùbá yìí, 'Ọ̀dẹ̀ ọmọ ńfi ìdò ṣeré,' kọ́ wa nípa ìpọnju tí ó léwájú tí a bá kùnà láti mọ àyípadà ohun kan tàbí láti mọ̀ ọgbọ́n ati ìwùlò rẹ̀. Ó túmọ̀ sí pé, ọmọ tí kò ní ìmọ̀ tàbí ẹni tí kò lóye nkan náà kìí ṣe ti i láti mọ ìdí táa fi n ṣe nǹkan kan tàbí ìdí ti nǹkan kan fi ṣòro àti ṣe pàtàkì. Gẹ́gẹ́ bí òwe náà ṣe sọ, ẹni tí kò mọ ìyí tàbí ìdí ohun kan máa ń fi hàn gẹ́gẹ́ bí aláìní ìrírí tàbí ọgbọ́n, tí yóò sì máa fi ohun gbogbo ṣeré láì ṣe àníyàn nípa abajade ìgbésẹ̀ rẹ̀. Òwe yìí kìlọ̀ fún wa láti máa ṣe àyẹ̀wò àti ríi dájú pé a mọ ìpilẹ̀ṣẹ̀ àti ìdí pàtàkì ohun gbogbo tí a ń ṣe ní ayé.","proverb: Ọ̀dẹ̀ ọmọ ńfi ìdò ṣeré.
meaning: A simpleton does not know the value of anything.
",generation,proverbs.csv
Báwo ni àwọn ènìyàn ṣe lè yẹra fún ìwà ìbàjẹ́ nígbà aláìlera?,"Láti yẹra fún ìwà ìbàjẹ́ nígbà aláìlera, ó ṣe pàtàkì láti ranti pé ìpònju kì í dúró títí. Gẹ́gẹ́ bí ọ̀rọ̀ọ̀dé wí pé, 'Ojú kì í pọn babaláwo kó bèrè ẹbọ àná.' Eyi túmọ̀ sí pé a kò gbọdọ̀ jẹ́ kí ìṣòro tàbí ìpònju mú wa ṣe ohun tí kò bójúmu tàbí tí ó lè bá wa jẹ́ lọ́jọ́ iwájú. Dípò bẹ́ẹ̀, a lè múra sílẹ̀ láti kọ́ iṣẹ́ ọwọ́ tuntun, kí àwa náà lè gba ara wa láàyè láti wa ní abẹ́ ààbò àṣà àti àwọn ilé iṣẹ́ tó wà láti ràn wá lọ́wọ́. Pẹlú igbáradì kọọkan, ìṣírí àti sùúrù, a lè jáde kúrò nínú ìpònju láì ṣe ìwà ìbàjẹ́.","proverb: Ojú kì í pọ́n babaláwo kó bèrè ẹbọ àná.
meaning: One should not permit one's hardship to lead one to demeaning behavior.
",generation,proverbs.csv
Báwo ni òwe Yorùbá 'Òṣónú ò bí èjìrẹ́; onínúure ní ḿbí ẹdun' ṣe lè túmọ̀ sí iretí fún àwọn òbí tó n fẹ́ bímọ àmọ́ táwọn tí ní ìṣòro níbè?,"Òwe Yorùbá náà 'Òṣónú ò bí èjìrẹ́; onínúure ní ḿbí ẹdun' túmọ̀ sí pé nígbà gbogbo, ànímọ̀ rere àti ìwà pípé àwọn òbí ṣe pàtàkì láti rí ibùkún nínú ayé, pàápàá jùlọ nínú ìran ọmọ. Fún àwọn tó n fẹ́ bímọ ṣùgbọ́n tó ní ìṣòro, òwe yìí n ṣe àmì sílẹ̀ lórí pé kí wọ́n má ṣe jẹ́ kí ìdílé wọn sọ̀kùnfà ìbànújẹ́ tàbí ìṣòro, dípò bẹ́ẹ̀ kí wọ́n múra sílẹ̀ fún ìbùkún tí ń bọ̀ lọ́nà pẹ̀lú ọkàn rere àti ìfẹ́. Àwọn òbí tó bá ti ṣe àtìlẹ́yìn fún ara wọn, tó sì ṣègbọràn sí àṣà àti ìṣe tó dára, lè nírètí pé Ọlọ́run máa bù kún wọn pẹ̀lú àwọn èjìré ní àkókò tí òdodo.","proverb: Òṣónú ò bí èjìrẹ́; onínúure ní ḿbí ẹdun.
meaning: Only good people are fortunate enough to have twins.
",generation,proverbs.csv
Ṣàlàyé bí ìwà àìmọdí tí a kò gbà láàrín ẹbí ṣe lè ní ìpàkípà lórí ìbáṣepọ̀ wọn.,"Ní ìlú kan, ọmọkùnrin kan wà tí ó n gbé pẹ̀lú àwọn òbí rẹ̀ àti àwọn ẹbí. Ọmọ náà ni ìwà àìmọdí tí àwọn ọmọdé ilé míràn lè ní, ṣùgbọ́n ti àwọn òbí rẹ̀ kò lè fara mọ́. Bí àpẹẹrẹ, tí àwọn ọmọdé míràn bá ń fi òjìji ṣeré, wọ́n lè gbẹ́kẹ̀lé pé òun náà á ṣe bí wọ́n. Ṣùgbọ́n tí ó bá dá ilé ẹbi rẹ̀ là, àwọn òbí tiè ń retí pé kí ó wà ní ipò tí ó ga jùlọ. Wọ́n fé kí ó kọ́ ẹ̀kọ́, kí ó mọ̀ ọ́n mọ̀, àti kí ó sì ní ìrètí ńlá ní ìgbésí ayé. Nígbà tí àìmọdí rẹ̀ bá de bá wọn lórí, wọ́n ṣe bí ìrèjẹ ológbón pẹ̀lú rẹ̀, tí wọ́n ní kíkànsí rẹ̀ nípa àhàhà rẹ̀ àti bí ó ṣe pàtàkì kí ó tún ọ̀nà rẹ̀ ṣe. Ǹjẹ́, ìtàn yìí túmọ̀ sí wípé nígbà míràn, àwọn ìwà tí a lè fọwọ́ sí láàrín àwùjọ le fà ìdárò àti ìrònú tí ó jìn nínú ẹbí, tí ó sì dá lórí òwe tí a mọ̀ wípé, 'Wèrè-é dùn-ún wò, kò ṣé-é bí lọ́mọ.'","proverb: Wèrè-é dùn-ún wò, kò ṣé-é bí lọ́mọ.
meaning: One might be tolerant of simplicity or irresponsibility in other people, but not in one's own relatives.
",generation,proverbs.csv
"Kí ni ìtumọ̀ òwe Yorùbá: 'Ìrókò o-nígun-mẹ́rìn-dín-lógún ò tó erin-ín gbémì, áḿbọ̀ǹtorí ìtóò a-lara-boro-boro'?","Òwe Yorùbá náà túmọ̀ sí pé tí ènìyàn kan bá ti lè ṣe àtìlẹ́yìn fún iwájú tàbí ṣe àseyọrí nípa kíkọjú àwọn ìṣòro tó lè dà bíi òkè, kò ní jẹ́ pé àwọn ìṣòro kékeré tàbí àìsàn kò sí tí yóò dá à dúró. Ó fihàn pé ẹni tó bá ti lè borí ìṣòro nílà, kò ní jẹ kí àwọn ìṣòro kékeré yọ ó lẹ́nu.","proverb: Ìrókò o-nígun-mẹ́rìn-dín-lógún ò tó erin-ín gbémì, áḿbọ̀ǹtorí ìtóò a-lara-boro-boro.
meaning: A person not defeated by a formidable obstacle will certainly not be stopped by a minor irritant.
",generation,proverbs.csv
Ṣàlàyé lórí pàtàkì tí ọ̀rọ̀ Yorùbá: 'Ẹlẹ́nu-ú tóó rí sá' ní nínú ìgbésí ayé wa lónìí?,"Ọ̀rọ̀ Yorùbá: 'Ẹlẹ́nu-ú tóó rí sá' túmọ̀ sí pé a gbọdọ̀ ṣọ́ra fun àwọn ènìyàn tí ó ṣe pàtàkì láti sọ̀rọ̀ lọ́pọ̀lọpọ̀ lọ́nà tí kò fi sẹ́ sí ìdánilójú tàbí ìlànà òtítọ́. Nínú ìgbésí ayé wa lónìí, èyí ṣe pàtàkì gidigidi bí a bá fẹ́ dá àbójútó fún ẹ̀tọ́ wa àti dáàbò bo àwọn ọ̀ràn wa láìjé pé a fi ínira silẹ̀ lọ́wọ́ àwọn elétí-ń-ṣá. Gẹ́gẹ́ bí ilé èkọ́ ìgbésí ayé, ọ̀rọ̀ yìí ní àwọn ètò láti kọ́ wa nípa bí a ṣe lè mọ àwọn ènìyàn ti wọ́n le máa tan wá jẹ, fi ẹ̀tàn sílẹ̀ tàbí tó ó gbin igbẹ̀kẹ̀lé láàrin wa àti àwọn míràn. Ó jẹ́ àmì sí pé ṣíṣe ààyè fún ṣíṣe àṣàrò tó jinlẹ̀ nípa ènìyàn kan tàbí ìpinnu ṣe pàtàkì ní ìgbésí ayé. Nípasẹ̀ ìmọ̀ nípa ìtanjẹ àti ìjìnlẹ̀ ọgbọ́n, ọrọ̀ yìí n jẹ́ kí a mọ bí a ṣe lè kọjú àwọn ìpolówó àti ìlánà tí kò ṣeé gbẹ́kẹ̀lé.","proverb: Ẹlẹ́nu-ú tóó rí sá.
meaning: Be wary of loquacious people.
",generation,proverbs.csv
"Kí ni ìtumọ̀ ọ̀rọ̀ pé: ""Akórira ò ní ǹkan; ọ̀dùn ò sunwọ̀ fún ṣòkòtò""?","Òwe Yorùbá yii, “Akórira ò ní ǹkan; ọ̀dùn ò sunwọ̀ fún ṣòkòtò"" túmọ̀ sí pé, ènìyàn tí ó bá máa ń se pàṣípààrọ̀ ohun gbogbo lórí ìbèèrè kíkankíkan àti ìfẹ́ sí àìléèmí kìí rí ìrètí tàbí ṣe àṣeyọrí ní igbesí ayé. Òwe yìí fi hàn pé, síse àkóbáà fún ara ẹni nípa jíjẹ aláìlera tabi ẹni tí kò fẹran itiju kò dára, nítorí pé ó ṣe idiwọ fún àǹfààní tí ó lè wá. Bí àpẹẹrẹ, á máa gbé ìtàn Òjòlá àti Alángbá kó ni tí Alángbá ní í se wíwú kúrò ni ààbò rẹ̀ nígbà gbogbo láti leè yẹ apá rẹ̀ wo, bí ó tilẹ̀ jẹ́ pé ó ti mọ̀ pé ìyẹn leè mú u sinmi àárẹ. Alángbá fi ìgbàgbọ́ rẹ̀ pé ààbò dára jù lọ pẹ̀lú ìwùrí rẹ̀, nítorí náà, ó tẹ̀síwájú sí orí àbájáde tí àárẹ múra fún àìnírètí. Ní ìkẹyìn, ìwà ti Alángbá ka si ọ̀là, mu kí òun àti Òjòlá rí ààyè láti yẹ àwọn iṣẹ́ ti wọn gbà pé kò ṣeéṣe ṣe. Èyí fihàn pé, ìgbésí ayé tí kò ní ìdíwọ̀ afikun lẹ́yìn àkóbáà àti àwùjọ àìlera ni yóò gbé ènìyàn lọ sípò ààyè àti ọlá. ","proverb: Akórira ò ní ǹkan; ọ̀dùn ò sunwọ̀ fún ṣòkòtò.
meaning: Excessive squeamishness renders one helpless and destitute.
",generation,proverbs.csv
"Báwo ni àwọn òbí lè ran àwọn ọmọ wọn lọ́wọ́ láti yé kúrò nínú ìdààmú tí Tántábulù, aṣòròówó bí ẹ̀wù àṣejù mú wá?","Láti ṣèrànwọ́ fún àwọn ọmọ wọn láti yẹra fún ìdààmú tó wá pẹ̀lú Tántábulù, àwọn òbí le gba ọ̀nà púpọ̀ láti rán wọ́n lọ́wọ́. Àkọ́kọ́, wọn gbọdọ̀ kọ́ wọn nípa ìpàlàrà àti bí a ṣe le yẹra fún rẹ̀ nípasẹ̀ ẹ̀kọ́ àti àwọn ìtàn ìrírí ti ara wọn. Fun àpẹẹrẹ, wọn lè lo àwọn ìtàn ilẹ̀ Yorùbá bíi àlọ́ àpamọ́, èyí tí o máa ń kọ́ ọ̀rọ̀ àgbà ati àwọn ẹ̀kọ́ ìwà rere. Wọ́n lè kọ́ wọn nípa ipa àtìlẹ́yìn ẹbí, ìgbẹ́kẹ̀lé ẹni àti ìdúróṣinṣin bí àwọn ànímọ̀ lórí ìbáṣepọ̀ tó dára. Wọn tun lè mú kí wọn kópa nínú àwọn iṣẹ́-ọwọ́ àgbègbè, bíi ṣíṣe iṣẹ́ ìṣèlú tàbí kíkópa nínú àwọn ètò ọdọ́. Wọ̀nyí lè ṣe ìrànlọ́wọ́ mú kí wọn ní ìlọsíwájú nínú àwọn ìbáṣepọ̀ wọn àti láti mọ bí a ṣe le yèra fún òdodo àìdá, tó lè fa Tántábulù.","proverb: Tantabùlù, aṣòróówọ̀ bí ẹ̀wù àṣejù.
meaning: Disgrace is not a pleasant thing to live with.
",generation,proverbs.csv
Kí làwọn àwọn ìròyìn kan tí yóò jẹ́ ìgbàgbọ́ fún ọ̀dọ́ yòówù láti má rìn sínú ìwà burúkú bí wọ́n bá ńkojú àwọn ìṣòro?,"Ìwà ìlú ńjẹ, ńjẹ làá jẹ́

Ẹni kan wà tí orúkọ rẹ̀ jẹ́ Àlàó. Ó jẹ́ ọ̀dọ́ kan tí ìsòro pọ̀ lọ́wọ́ rẹ̀ ṣùgbọ́n kò jẹ́ kí àwọn ńkan burúkú tí ó le ṣẹlẹ̀ mú kí ó dakẹ́. Ó mọ́ pé bí ó bá ní ìwà burúkú, kò ní ṣe iranlọ́wọ́ fún ìpínlẹ̀ rẹ̀ tàbí ara rẹ̀. Àlàó pinnu láti ṣiṣẹ́ pẹ̀lú àwọn agbẹ̀ àti ṣe àwọn afs ọgbà. Nípa ṣíṣe bẹ́ẹ̀, ó ṣe ìrànwọ́ púpọ̀ sí àwùjọ rẹ̀ àti pèsè oúnjẹ láti ṣe àtìlẹ́yìn fún àwọn idile tí wọn nílò iranlọ́wọ́.

Àlàó tún lo àkókò rẹ̀ láti kọ́ àwọn ọ̀dọ́ míràn láti mọ bí wọ́n ṣe le gbàgbé àwọn ìṣòro wọ́n àti yípadà sí rere. Ó ní ẹgbẹ́ kan tó ń ṣe iranlọ́wọ́ fún àwọn ọmọdé tí kò ní ẹ̀kọ́ ọ̀fẹ́ àti tí wọn nílò ìtọ́jú. Ìtàn Àlàó jẹ́ ẹ̀kọ́ fún gbogbo wa pé pàápàá bí àwọn ìṣòro ṣe le pọ̀, a lè yan láti máa ṣe rere àti láti ní ìwà rere fún àwọn ènìyàn míràn, nípa ṣíṣe bẹ́ẹ̀ a lè yí àwùjọ wa padà sí ìgbàgbọ́ ní ìrètí pípé.","proverb: Inú burúkú làgbà ńní, àgbà kì í ní ojú burúkú.
meaning: One should not permit the way one really feels to push one into unseemly behavior.
",generation,proverbs.csv
Kí ló fà á tí àwọn ènìyàn fi ń wípé 'Ọ̀gẹ̀dẹ̀ dúdú ò ṣéé bùṣán; ọmọ burúkú ò ṣéé lù pa'?,"Àwọn ènìyàn máa ń lo òwe yìí láti ṣàlàyé pé àwọn ìṣòro kàn wà tí kò ní ojútúù títí, ìyẹn ní pé a ní láti kọ bí a ṣe lè gbà gbé pẹ̀lú wọn. Ìdí èyí kò jìnnà sí ìtàn ògbóǹtagì tí ìgbà kan rí, tí àgbàlagbà kàn gbiyanju láti tún ọmọ rẹ tí kò nífẹ̀ẹ́ sí iṣẹ́ takuntakun ṣe, ṣùgbọ́n gbogbo ìgbìyànjú rẹ̀ ja sí pàbó. Ní ọjọ́ kan, ó wí fún ara rẹ̀ pé, òwe yìí mú kí òun tẹra mọ sí òtítọ́ pé kò le yípadà àwọn kan l'áìka. Bí òwe yìí ti sọ, ó yẹ kí ènìyàn kọ bí a ṣe lè gbàgbé àtìlẹyìn àwọn ìṣòro kan, kí a sì mọ bí a ṣe lè gbé ayé wa lójoojúmọ́ láìjẹ́ pé iṣòro yẹn máa kan àyíká wa.","proverb: Ọ̀gẹ̀dẹ̀ dúdú ò ṣéé bùṣán; ọmọ burúkú ò ṣéé lù pa.
meaning: Certain problems one simply has to live with.
",generation,proverbs.csv
Kí ni ìtumọ̀ ọ̀rọ̀ Yorùbá: Baálé àìlówò ni àlejò àìlówò?,"Òwe Yorùbá sọ pé 'Baálé àìlówò ni àlejò àìlówò', èyí túmọ̀ sí pé bí ènìyàn bá ṣe mú ojú tó ẹnì kẹ́ẹ̀kẹ́ sí ni èní náà náà yóò ṣe ṣe. Òwe yìí n kọ́ wa nípa pàtàkì ìtẹ́wọ́gbà àti ìṣòwòsí tó dara sí ẹnì kòòkàn lọ́jà, tí a bá ń lọ. Ó kìlọ̀ fún wa láti máa fọwọ́ sí ìyàtọ̀ àti èròjú àwọn ènìyàn lọ́kàn, tí a bá n ṣe àlèjò tàbí ti a bá wà ní ipò àlèjò.","proverb: Baálé àìlọ́wọ̀ ni àlejò àìlọ́wọ̀.
meaning: The visitor responds according to his reception.
",generation,proverbs.csv
"Kí ni ìtumọ̀ òwe Yorùbá pé, 'Ìbínú baba òṣì'?","Òwe Yorùbá náà, 'Ìbínú baba òṣì', túmọ̀ sí pé ìbínú kì í ṣe ohun tó ní àbájàde rere, ṣùgbọ́n ó lè padà sí ẹni tó fi ìbínú hàn. Òwe yìí gbépé àwọn ènìyàn láti má ṣe jẹ kí ìbínú dá wọn láàmú tàbí kí ó ṣe ìpínlẹ̀ sáwọn ìpinnu tàbí ètò wọn, nítorí pé bí a se ń fi ìbínú ṣe, a lè ní àbájáde tí kò dára tó lè ṣe ìpalára fún wa lọ́jọ́ iwájú.","proverb: Ìbínú baba òṣì.
meaning: Anger achieves no good, but may backfire on whoever expresses it.
",generation,proverbs.csv
Ṣe alaye nípa bí sùúrù ṣe lè ṣe ìrànwọ́ nípa mímú àwọn ìpèníjà ayé yọrí sí rere ní ilé Yorùbá.,"Nínú aṣà ìlú Yorùbá, ó gbà pé sùúrù jẹ bàbá ìwà pataki tí ẹnikẹni lè ní láti kojú ọgbẹ́ ìgbé ayé. Gẹ́gẹ́ bí òwe Yorùbá tí wí pé, 'Ìbínú ò dà nǹkan; sùúrù baba ìwà; àgbà tó ní sùúrù ohun gbogbo ló ní.' Èyí túmọ̀ sí pé, nígbàtí a bá ní sùúrù, a lè dúró de àkókò dídùn àti rí ìrètí gẹ́gẹ́ bí ènìyàn. 

Àpẹẹrẹ kan tí a lè mú wá síwájú ni bí Ògún, òrìṣà irin, ṣe ní àánú sí ará ilé rẹ̀ using nípa pípa àwọn irinṣẹ́ àti òògùn pẹ̀lú sùúrù, lásìkò tí àwọn míràn ránsẹ́ bí bèèrè aláìní. Àwọn àgbà Yorùbá gbà pé nígbà tí a bá ní sùúrù àti pè tí a ò fi ìbínú ṣe ìpinnu, àwa náà lè kọja lọ nípa àwọn ìpèníjà, díẹ̀ ní díẹ̀, tá a sì lè rí ìgbéga àti èrè. 

Bíbẹẹkọ̀, sùúrù kìí ṣe ìwà tó rọrùn láti mọ́, àmọ́ nípa ṣíṣe àwọn ìgbéṣẹ̀ kékeré gẹ́gẹ́ bii àdúrà, ṣíṣe àtọ́nà àwọn ọ̀nà míràn tí ìgbésí ayé lè gbà, àti kíkọ́ látọ̀dọ̀ àwọn àgbàlagbà, ènìyàn lè fẹ́ dàgbà sínú rẹ̀. Ìwà sùúrù sì ṣe pàtàkì nípa kíkọ̀ sílẹ̀ ìbínú àti gbígbé ayé pẹ̀lú ìrẹ̀lẹ̀ àti ìfẹ́.","proverb: Ìbínú ò da nǹkan; sùúrù baba ìwà; àgbà tó ní sùúrù ohun gbogbo ló ní.
meaning: Forebearance will avail one everything, whereas anger will always prove futile.
",generation,proverbs.csv
Kí ni ẹ̀kọ́ ilẹ̀ Yorùbá nípa ìbínú àti ìwàpẹ́lẹ̀?,"Ní ilẹ̀ Yorùbá, ó gbà pé ìbínú jẹ́ ìhà tí kì í ṣẹ̀ wá lára. A sọ pé, 'Ìbínú ò mọ̀ pé olúwa òun ò lẹ̀sẹ̀ ńlẹ̀', èyí tó túmọ̀ sí wípé ìbínú kò mọ ìṣe sùúrù tàbí ìwà pẹ̀lẹ́. Yorùbá gbà wípé ìbínú maa ń dàbí iná tí ó le bàjẹ́ ṣùgbọ́n ti ìwà pẹ̀lẹ́ jẹ́ omi tí ó ń pá iná ìbínú. Nítorí náà, wọ́n fi ẹsẹ òdì kíni bẹ̀ni láti máa lo ìwà pẹ̀lẹ́ dípò ìbínú nítorí pé ìwà pẹ̀lẹ́ lè ṣàtúnṣe ohun tó bà jẹ́, tí ìbínú kì í ṣe.","proverb: Ìbínú ò mọ̀ pé olúwa òun ò lẹ́sẹ̀ ńlẹ̀
meaning: Anger does not know prudence.
",generation,proverbs.csv
Kí ni ìtumọ̀ òwe 'Apatapara-á pa ara-a rẹ̀ lájùbà; ẹni tí yó ko là ńwòye'?,"Òwe Yorùbá wí pé 'Apatapara-á pa ara-a rẹ̀ lájùbà; ẹni tí yó ko là ńwòye' túmọ̀ sí pé eniyan kò gbọdọ̀ làkàkà láti kọjá àgábága agbára rẹ tàbí ìrètí rẹ. Èyí túmọ̀ sí pé ǹkan pàtàkì ni láti mọ àlàákòsí ọ̀nà kan, kìí ṣe láti sáré lọ síwájú jù bíi tí ọmọdé tó ń fẹ́ kó mọ gbogbo ohun àjàní lójú kan síi. Ní àyájọ́ ọdún kan, àwọn àgbàlagbà Yorùbá máa ń kọ́ àwọn ọ̀dọ́ lóri ìmọ̀ràn àti ìtọ́jú tó yẹ nípa lílo òwe láti fihàn pé ìgbésí ayé kókó ni làáfin tó yẹ kí eniyan máa wa. Bí ọkọ̀ọ̀kan nínú wọn bá te lé ìtọ́nisọ́na àwọn àgbà, wọn ó ni lágbára láti dópin ní ìrìn àjò ayé lọ́nà tó gbọ́nà fẹlifẹli.","proverb: Apatapara-á pa ara-a rẹ̀ lájùbà; ẹni tí yó ko là ńwòye.
meaning: One should not to outstrip one's help.
",generation,proverbs.csv
"Kí ni ìtumọ̀ òwe Yorùbá: 'Àro-ó pẹ́ lóko, kò tún mọ ìlù-ú lù'?","Òwe Yorùbá yìí 'Àro-ó pẹ́ lóko, kò tún mọ ìlù-ú lù' túmọ̀ sí pé tí èèyàn bá gba àkókò pípẹ́ láì ṣiṣẹ́ àbínibí rẹ̀ tàbí láì lo ògbon àti ẹ̀kọ́ tí wọ́n gbà kálẹ̀ nípa iṣẹ́ kan pàtó, ìyẹn lè padà di olùgbẹ́mìí ògbòn nínú iṣẹ́ náà. Ó jẹ́ ìkìlọ̀ láti máa tẹnu mọ iṣẹ́ tì a gbajúmọ̀ àti láti máa ṣàṣàrò lórí àwọn ọgbọ́n àti ẹ̀kọ́ tí a ti kọ tẹ́lẹ̀ kí a lè mú kí wọn máa ṣiṣẹ́ bí a ti ń retí.","proverb: Àro-ó pẹ́ lóko, kò tún mọ ìlù-ú lù.
meaning: If one neglects one's specialty long enough, one becomes incompetent at it.
",generation,proverbs.csv
Kí ni ìtùmọ̀ òwe Yorùbá pé: 'Èèwọ̀ ni tọwọ̀; a kì í figi ọwọ̀ dáná'?,"Òwe Yorùbá yi 'Èèwọ̀ ni tọwọ̀; a kì í figi ọwọ̀ dáná' tumọ̀ si pe ni ilẹ̀ Yorùbá, a gbàgbọ́ pé kò sí ìṣẹ̀lẹ̀ búburú tó máa wáyé tí a kò leè yẹra fún tàbí kò ní ṣẹlẹ̀ rárá dípò bí a ti ń fojú fo èrù ìjìnlẹ̀. Èyí táwọn baba nla wa n lo láti fi ṣàlàyé pe, láìka bí ìṣòro kan ṣe lè dà bí ijàmbá nnkan, pẹ̀lú ìgbaṣẹ́ àti ìgbọ́ràn, a lè yago fún ìṣẹ̀lẹ̀ búburú. Òwe náà kọ́ wa láti máa wò ó ní ipò rere, láìka bí ìṣòro náà ṣe le to.","proverb: Èèwọ̀ ni tọwọ̀; a kì í figi ọwọ̀ dáná.
meaning: Come what may, a threatening or threatened disaster will not happen.
",generation,proverbs.csv
"Kí ni ìtumọ̀ àpilẹ̀kọ ‘Lójú òpè, bí-i kọ́lọgbọ́n dàbí ọ̀lẹ?’","Òwe náà tọ́ka sí i pé ẹni tí kò ní ànxù sísẹ́, ṣìṣe àgbára, tàbí kíkó jù láyé n fẹ́ kí ọmọ ènìyàn mìíràn máa bá à wọn ní iṣẹ́ ìrẹ́wẹ̀sí bíi tiwọn. Wọ́n kò fẹ́ rí ẹni tí ń jogún èrè nípa kíkópa pẹ̀lú ìdánimọ̀ àti ìṣẹ́ takuntakun. Òwe yìí ń kìlọ̀ fún wa pé kí a máṣe fẹ́ jẹ́ àwọn ẹni mímọ́ nínú àwùjọ, tí wọ́n jẹ́rìí sí ìwà òpè àti àsìkò, dípò béè kí a gbìyànjú láti dé ìrètí wa nípa lílo ojúṣe àti ṣíṣe àwọn ìpadàbọ̀ rere.","proverb: Lójú òpè, bí-i kọ́lọgbọ́n dàbí ọ̀lẹ.
meaning: The worthless person always wishes others were equally worthless.
",generation,proverbs.csv
Báwo ni ìpèsè àlàáfíà láàárín ènìyàn ṣe pàtàkì ní àwùjọ wa?,"Ìpèsè àlàáfíà láàárín ènìyàn ṣe pàtàkì kí àwùjọ le ṣe àgbékalẹ̀ àyípadà rere àti ìdàgbàsókè. Ní ìlànà Yorùbá, ìyapa láàárín àwọn ará ìlú ń fa ìkọ̀sílẹ̀ àti ìdàdúró ètò ọrọ̀-ajé àti ìdàgbàsókè. Òwe Yorùbá sọ pé 'Bí a bá bá ẹrán wí, ká bá ẹràn wí', èyí tọ́ka sí pàtàkì ìdájọ́ ọdọláàmù láti mú àlàáfíà àti òmìnira wà láàrín àwùjọ. Nípa kíkọ́ ẹ̀kọ́ láti àwọn aṣiṣe àti pínpín ẹ̀bi bí ó ti tọ́, àwùjọ le fa ìwà àjùlọ sókè àti dènà àwọn irúfẹ́ ìyapa oríṣiríṣi. Ò sí nnkankan tó ṣe pàtàkì bí ṣíṣe àlàáfíà àti ìgbàgbọ́ nípa kíkọ ẹ̀kọ́ mú nípadàbọ̀ sí agbègbè kọ̀ọ̀kan.","proverb: Bí a bá bá ẹrán wí, ká bá ẹràn wí.
meaning: If both sides in a dispute deserve blame, one should apportion it accordingly.
",generation,proverbs.csv
