variable_1,variable_2
Ibi gbogbo ní ńrọ àdàbà lọ́rùn.,Said to mean that no circumstance will be beyond one's ability to cope.
Gbogbo ìjà nìjà; bóo gbémi lulẹ̀ mà mọ́ ẹ lójú lákọ lákọ.,"One must know one's limitations, especially when up against insurmountable odds."
"Ó yẹ ẹni gbogbo kó sọ pé iṣu ò jiná, kò yẹ alubàtá.",People should not be too quick to complain about conditions they helped to engineer.
"Gbogbo ẹgbẹ́ ńjẹ Má-yẹ̀-lóyè, ò ńjẹ Sáré-pẹgbẹ́.","The addressee is backsliding among his/her peers, but believes he/she is doing rather well."
Gbogbo èèyàn ní ńsunkún-un Bánjọ; ṣùgbọ́n Bánjọ ò sunkún ara ẹ̀.,"Some people remain blissfully unaware of their own misfortune, even though the misfortune is obvious to others."
"Ó yẹ ẹni gbogbo kó sọ pé “Ọlọ́run a-ṣèkan-má-kù,” kò yẹ akúkó.",People should not act as though they are unaware of their flaws.
Ohun gbogbo là ńdiyelé; ṣùgbọ́n kò sẹ́ni tó moye ara-a ẹ̀; ẹ̀jẹ̀ ò fojú rere jáde.,People should not devalue their own lives by exposing themselves to unnecessary danger.
Ìríkúrìí kì í fọ́ ojú.,There is nothing in the offing that one cannot withstand.
"Ọgbọ́n àgbọ́njù ní ńsọ ẹni diwin; bí oògún bá pọ̀ lápọ̀jù a sọni di wèrè; bóbìnrín bá gbọ́n àgbọ́njù, péńpé laṣọ ọkọ-ọ ẹ̀ ḿmọ.",People who are too cunning are headed for trouble; a man who married too cunning a woman is headed for trouble.
"Bọ̀rọ̀kìnní àṣejù, oko olówó ni ḿmúni lọ.",Excessive trendiness depletes a person's resources.
"Ìlara àlàjù ní ḿmúni gbàjẹ́, ní ḿmúni ṣẹ́ṣó.",Too much envy leads to antisocial behavior.
"Àpárá ńlá, ìjà ní ńdà.",Jokes should know limits.
Ọwọ́ híhá àhájù ní ńdínà ire mọ́ni.,Miserliness will divert good fortune from the miser's direction.
"Ṣe-ká-rí-mi, alájá tó so ẹ̀gi mọ́rùn.",Do not go to too great lengths to call people's attention to yourself.
"Ọ̀wọ́n yúnlé, ọ̀pọ̀-ọ́ yúnjà.",If one overprices one's goods one will find no takers.
Àwíyé nIfẹ̀ ńfọ̀; gbangba lorò ńpẹran.,"Whatever one has to say, one should say without mincing words."
"Àwíyé ní ḿmú ọ̀ràn yéni; ọ̀ọ́dúnrún okùn la fi ńsin ẹgbẹ̀ta; bí a ò bá là á, kì í yeni.",Too much economy in speech leads to confusion.
Ojú ní ńrójú ṣàánú.,"When the eyes actually see suffering, they cannot avoid compassion."
"Ojú tí kì í wo iná, tí kì í wo òòrùn; ojú tí ḿbáni dalẹ́ kọ́.","From early indications, one can tell what friendships or possessions will prove lasting."
"Fálànà gbọ́ tìrẹ, tara ẹni là ńgbọ́.",People should keep their noses out of others' affairs.
Àjùmọ̀bí ò kan ti àrùn;kí alápá mú apá-a rẹ̀ kó le.,Relatives will not bear one's disease for one.
Oko kì í jẹ́ ti baba àti tọmọ kó má nìí àlà.,Even close relatives may benefit from good fences.
Afínjúu Ààré; ó fi àkísà dí orùbà; ó ńwá ẹniire-é bá sú epo.,Never compromise on cleanliness and good character.
Ẹ̀rù ogun kì í ba jagun-jagun.,One should be bold in pursuing one's goals.
Àrífín ilé ò jẹ́ ká jẹ òròmọ adìẹ.,A person who would retain his esteem among his peers must not act beneath himself or herself.
Ìbẹ̀rù ejò ò jẹ́ ká tẹ ọmọ ejò mọ́lẹ̀.,One usually benefits from the stature or position of one's parents or protector.
À-jẹ-ì-kúrò ní ńpa ẹmọ́n; à-jẹ-ì-kúrò ní ńpa àfè; à-jẹ-ì-kúrò ní ńpa máláàjú.,Lack of moderation leads to death.
"Ìjà ò mọ ẹ̀gbọ́n, ó sọ àbúrò dakin.","In certain situations, prowess is more important than age."
"Iná ńjó ògiri ò sá, ó wá ńgbá gẹẹrẹ gẹẹrẹ sómi.",A person who is powerless against others should not make threatening moves.
Iná kì í wọ odò kó rójú ṣayé.,Whoever ventures into dangerous situations deserves the repercussions.
Iná kì í jó kí ògiri sá.,Certain entities are invulnerable to certain dangers.
Iná ò ṣé-é bò máṣọ.,One should not hide one's pressing problems but seek help.
"Àrísá iná, àkòtagìrì ejò; àgbà tó réjò tí kò sá, ara ikú ló ńyá a.",Fire and snakes are not things to take lightly; and elder should not be embarrasses to flee from danger.
"Ìmúmúnàá abìdí sembé-sembé; ìmúmúnàá ò dáná rí, tiná-tiná ní ḿbá kiri.",Said of people who want results without making any effort.
Pọ̀ǹgbà-pọngba là ḿbá odi.,An injunction to be firm and unshakable.
Ẹgbẹ́ ẹja lẹja ńwẹ̀ tọ̀; ẹgbẹ́ ẹyẹ lẹyẹ ńwọ́ lé.,One should seek and keep the company of people of one's own station.
"Oúnjẹ tí a ó jẹ pẹ́, a kì í bu òkèlè-e ẹ̀ tóbi.",Wise husbandry is the medicine for lasting prosperity.
"Àìgbọ́n ni yó pa Iṣikan; a ní ìyáa rẹ̀-ẹ́ kú, ó ní nígbàtí òún gbọ́, ṣe ni òún ńdárò; bíyàá ẹní bá kú àárò là ńdá?",The well bred person is always mindful of his/her obligations.
"Akíkanjú-kankan, ogun ní ńlọ;abùwàwà, ọjà ní ńná; àkànní òbúkọ, bó bá tòṣì a máa rí jẹ.",Proper application of one's talent makes one prosper.
"Irínwó ẹfọ̀n, ẹgbẹ̀rin ìwo, ogún-un Fúlàní, ójì-i bàtà; Ògídíolú ò wẹ̀hìn tó fi lé Adalo lùgbẹ́.",Comment on a formidable man who does not flinch before any enemy.
Ìlẹ̀kẹ̀ ọ̀pọ̀lọ́ ò yí olè lójú.,"If one has nothing for others to covet, one is safe from envy."
Ọ̀ràn ọlọ́ràn la fi ńkọ́gbọ́n.,One should learn from other people's vicissitudes.
"Iṣẹ́ ajé le, ó tó ọpa.",Gainful work is not easy.
"Iṣẹ́-ajé-ò-gbé-bòji, ọmọ ẹ̀ Òjíkùtù.",Success in life calls for self-sacrifice.
Àfẹjútoto ò mọ ọkùnrin.,Action is more persuasive than appearance.
Àròkàn ní ḿmú à-sun-ùn-dá wá; ẹlẹ́kún sunkún ẹ̀ ó lọ.,"If one keeps thinking sad thoughts one will ever remain miserable; if one must be sad, one must observe some limits."
Ọ̀rọ̀ rere ní ńyọ obì lápò; ọ̀rọ̀ búburú ní ńyọ ọfà lápó.,"Judicious language defuses problems, while thoughtless talk aggravates them."
"Inúure kì í pani, wàhálà ní ńkó báni.",One should be wary of kindness to others.
Díẹ̀-díẹ̀ ní ńtánṣẹ́.,The biggest task is accomplished with gradual and steady attention.
Ọpẹ́ ló yẹ ẹrú.,People should be grateful for whatever charity they receive.
Ewú logbó; irùngbọ̀n làgbà; máamú làfojúdi.,One's appearance in a group sometimes indicates one's attitude towards the group.
Àgbinsínú legbin ńgbin; àkùnsínú lẹkùn ńkùn; hùn hùn hùn ẹlẹ́dẹ̀ inú ẹlẹ́dẹ̀ ní ńgbé.,"People may grumble, but they dare not voice their complaints openly."
Ọ̀daràn ẹyẹ tí ńmusàn.,Addressed to any person whose actions are likely to lead to some disaster.
Onígbèsè tí ńpa àpatà ẹyẹ́lé.,"The debtor is desperate, because there is not much to a pigeon, and few people eat pigeons anyway."
M̀bá-lówó-m̀bá-se-ọ̀lẹ̀lẹ̀-fún-Agọ́n: ìjímèrè kì í jẹ oko ẹ̀ kó sọ̀.,One should acknowledge and reciprocate favors done one by others.
Ìgbín ìbá má mọ̀-ọ́ jẹ̀ ìbá ti kú síjù.,"However disadvantaged one might be, one could still thrive if one took life easy."
Ìgbín ìbá má mọ̀-ọ́ jẹ̀ kò tó okòó.,With caution one can offset the effects of any handicap.
Àbọ̀ ejò kì í gbé isà.,One should act according to one's circumstances.
"Ṣẹ́kẹ́-ṣẹkẹ̀-ẹ́ dára, ṣùgbọ́n alágbẹ̀dẹ ò rọ ọ́ fún ọmọ ẹ̀.","When trouble is being distributed, one always wishes to exempt one's own people."
"Ìkánjú òun pẹ̀lẹ́, ọgbọọgba.",Great haste offers no advantage over patience.
Àríṣe làríkà.,Whoever accomplishes something worthwhile has a story to tell.
Mo dàgbà tán èwé wù mí.,One does not appreciate one's youth until one has lost it.
Ká ríni sọ̀rọ̀ fúnni ò dàbí-i ká sọ̀rọ̀ fúnni ká gbà.,Nobody can help anyone who will not help himself or herself.
Àbàtá pani; àbàtá pani; ká ṣá sọ pé odò-ó gbéni lọ.,One should prefer plain talk to euphemisms.
"Kò rà, kò lówó lọ́wọ́, ó ńwú tutu níwájú onítumpulu.",Said of people reluctant to accept the fact that they cannot have what they wish.
Ojúlé ló bá wá; ẹ̀bùrú ló gbà lọ́; ó dÍfá fún àlejò tí ńfẹ obìnrin onílé.,Whoever abuses his hospitality will depart with disgrace.
"Ó ta ọfà sókè, ó ṣí odó borí.","Said of a person who causes problems and goes into hiding, leaving others to suffer the consequences."
A-bèèrè kì í ṣìnà.,One should admit one's weaknesses.
Pẹ̀gàn-pẹ̀gàn-án bọ́ sóde kò ní láárí; ẹni tí ò rówó ṣe fújà ní ńpẹ̀gàn ẹni.,People who belittle others are themselves worthless.
Adánilóró fagbára kọ́ni.,"Once disappointed or injured, one learns to be self-reliant."
Ṣe sílẹ̀: ẹrù-u ẹ̀ kì í pẹ́ níbodè.,The generous person will always find helpers to ease his passage.
Aláràjẹ ò mọ ọdún; a-biṣu-úta-bí-igi.,The consumer does not know what the producer goes through.
Abẹ̀wẹ̀ ńwá ọ̀tá fúnra ẹ̀.,It is best to be self-sufficient.
Afasẹ́gbèjò ńtan ara-a rẹ̀ jẹ.,The shiftless person hurts himself more than others.
Ó ti ojú orun wá ó ńfọ ẹnà; ó ní “ẹ jẹ́ ká máa ji ní mẹ́mu-mẹ́mu.”,An ignorant person will always make stupid suggestions.
Kò-sí-nílé kì í jagun ẹnu tì.,Said of a person who vows that had he been around when something happened he would have performed wonders.
"A-wí-fúnni-kó-tó-dáni, àgbà òmùjà ni.",One would be wise to avoid adversaries confident enough to show their hands beforehand.
"A-lèjà-má-lè-jà-pẹ́, ẹlẹgbẹ́ ojo.",Ability to start a fight is nothing like the ability to see it through.
"A-kápò-má-ṣọdẹ, ọ̀tá ẹranko, ọ̀tá èèyàn.",Be not a dog in the manger.
A-fàtẹ́lẹwọ́-fanná kì í dúró.,A person who has a pressing problem has no time for socializing.
"A-gbẹ́jọ́-ẹnìkan-dájọ́, òṣìkà èèyàn.",Justice requires considering both sides of a case.
"Arítẹnimọ̀ọ́wí, ó fi àpáàdì ràbàtà bo tirẹ̀ mọ́lẹ̀.","People will talk about others' problems, while carefully hiding theirs."
A-fàkàrà-jẹ̀kọ́ ò mọ iyì ọbẹ̀.,Whoever leads a sheltered life misses out on some great experiences.
"A-bánijẹun-bí-aláìmọra, ó bu òkèlè bí ẹ̀gbọ́n ìyá ẹ̀.",When eating in company one should be restrained. A man eating with the child of his younger sister need show no such restraint.
Arọ́basá ò ṣojo.,One's safest course is to steer clear of those in authority.
"A-ṣe-kó-súni, ẹrú-u Ségbá; ó fọ́ akèrègbè tán ó lọ sóde Ọ̀yọ́ lọ gba onísé wá; bẹ́ẹ̀ni ẹgbàá lowó onísé.",There is nothing one can do in the face of ingrained folly.
Afẹ́nilóbìnrin ò ro ire síni.,One knows one's friends by their behavior.
"A-lágbára-má-mèrò, baba ọ̀lẹ́.",A powerful but thoughtless person is worse than the laziest person.
"Asárélówó ḿbẹ lọ́nà ogun; Apọ̀ṣẹ̀ṣẹ̀ ḿbẹ lọ́nà èrò; Bó-pẹ́-títí-ng-ó-là ḿbẹ lábà, ó ńjẹ ẹ̀sun iṣu.","Wealth comes to those who exert themselves, not to those who wait for it to find them."
"A-sáré-lówó ḿbẹ lọ́nà ogun; A-pọ̀ṣẹ̀ṣẹ̀ ḿbẹ lọ́nà èrò; Bó-pẹ́-títí-ng-ó-là ḿbẹ lábà, ó ńjẹ ẹ̀sun iṣu.","Wealth comes to those who exert themselves, not to those who wait for it to find them."
"A-ṣe-bọ̀rọ̀kìnní-má-kìíyè-sábíyá, gbogbo abíyá dọ́ṣẹ.",Attention to detail is integral to good character or breeding.
"A-fi-tirẹ̀-sílẹ̀-gbọ́-tẹniẹlẹ́ni, Ọlọ́run ní ḿba gbọ́ tirẹ̀.",God takes care of the benevolent.
"A-fi-tiẹ̀-sílẹ̀-gbọ́-tẹni-ẹlẹ́ni, ọ̀gànjọ́ ni wọ́n ńsìnkú-u rẹ̀.",Do not sacrifice your self-interest to take care of others.
Agbójúlógún fi ara-a rẹ̀ fóṣì ta.,One should secure one's own living.
Agbójúlógún fi ara-a rẹ̀ fóṣì ta.,One should secure one's own living.
A-ká-ìgbá-tà-á náwó ikú.,Whoever engages in a dangerous venture more than earns his/her pay.
A-ká-ìgbá-tà-á náwó ikú.,Whoever engages in a dangerous venture more than earns his/her pay.
A-sọ́-ẹ̀hìnkùlé ba araa rẹ̀ nínú jẹ́; ohun tó wuni là ńṣe nílé ẹni.,What one does in the privacy of one's home is nobody's business.
"A-jí-má-jẹ-ǹkan, a-fàkàṣù-mẹ́fà-ṣoògùn-aràn.",The deceitful person deceives himself.
"À-wí-ìgbọ́, àfọ̀-ọ̀-gbọ́ tí ńfi àjèjé ọwọ́ mumi.",The obstinate child drinks with the bare hand.
A-fasẹ́-gbèjò ńtan ara-a rẹ̀ jẹ.,The shiftless person hurts himself more than others.
Kò mú ti ọwọ́ ẹ̀ wá ò gba tọwọ́ ẹni.,A person who will not share what he/she has will not have a share of others' possessions either.
"Fi inú ṣìkà, fi òde ṣòótọ́; ẹni tí ḿbini kò níí ṣàì bini.",God sees all hidden acts of wickedness and metes out punishment to their perpetrators.
Fimí-pamọ́-kí-npa-ọ́ làrùn ńjẹ́.,A concealed disease is a deadly thing.
Kí á gbé ọkọ́ so sájà ká pète ìmẹ́lẹ́; ojúgun-ún yó tán ó fikùn sẹ́hìn.,Said of people who shirk work but eagerly partake of the rewards.
Múlele múlèle: ilá tí ò mú lele ò léè so; ikàn tí ò mú lele ò léè wẹ̀wù ẹ̀jẹ̀.,Sharpness is a requisite quality for success.
"À ńgé e lọ́wọ́, ó ḿbọ òrùka.","The person has been judged undeserving of a hand; it is an affront, therefore, for him or her to adorn his or her fingers-an indication of heedlessness."
"À ńjá ìbàǹtẹ́ ẹ̀ lẹ́hìn, ó ńjá tará iwájú.",Attacks on him do not stop him from belaboring his enemies.
"Ẹnu-u rẹ̀ ní ńdá igba, tí ńdá ọ̀ọ́dúnrún.","An unreliable person's mouth is ever running, and what comes out of it is not to be trusted."
"Òṣé ní ńṣíwájú ẹkún; àbámọ̀ ní ńgbẹ̀hìn ọ̀ràn; gbogbo àgbà ìlú pé, wọn ò rí oògùn àbàmọ̀ ṣe.",One can only regret an error once it has been committed; there is no undoing it.
"Ọ̀wọ́n là ńra ògo, ọ̀pọ̀ là ńra ọ̀bùn, iyekíye là ńra ìmẹ́lẹ́.",Nothing is more difficult to come by than honor.
Oókan ni wọ́n ńta ẹṣin lọ́run; ẹni tí yó lọ ò wọ́n; ṣùgbọ́n ẹni tí yó bọ̀ ló kù.,"Setting out on dangerous ventures is the easiest thing in the world, but their repercussions prove to be unspeakable."
Bí a ó ti ṣe é ní ńfi ara-a rẹ̀ hàn.,The way to accomplish a task will always reveal itself.
Mélòó lÈjìgbò tí ọ̀kan ẹ̀ ńjẹ́ Ayé-gbogbo?,One should be modest in one's claims.
Ibo ni imú wà sẹnu? Ibo ni Làǹlátẹ̀-ẹ́ wà sí Èrúwà?,One should not make a fuss over running an errand that is not a great imposition.
"Èló là ńra adìẹ òkókó, tí à ńgba ọmọ-ọ rẹ̀ sìn?",Certain obligations are not worth the trouble.
Ìjokòó ẹni ní ḿmúni da ewé ẹ̀kọ nù.,People treat one the way one presents oneself.
"Bí ó pẹ́ títí, akólòlò á pe baba.","With perseverance, the most difficult task will eventually be accomplished."
"Bí ó ti wù kó pẹ́ tó, olóòótọ́ ò níí sùn sípò ìkà.","Whatever happens in the short run, in the long run the truthful person will be vindicated."
"Bí màlúù-ú tó màlúù, ọ̀pá kan ni Fúlàní fi ńdà wọ́n.",The good worksperson needs no elaborate tools.
"Kékeré ejò, má foore ṣe é.",Better be safe than sorry.
"Èèyàn ò ríbi sùn, ajá ńhanrun.",A Lowly person lays claim to what his/her betters lack.
Ebi ò jẹ́ ká pa ọwọ́ mọ́; ebí ṣenú papala.,One must work in order to eat.
"Kùn yún, kùn wá bí ikọ̀ eèrà.",Said of people who are too restless to stay still.
"Èmi ìwọ̀fà, ìwọ ìwọ̀fà, o ní babá ní ká gbowó wá; o dá tìrẹ sílẹ̀ ná?",Whoever will correct others should first take care of his/her own failings.
Ebi ńpa mí ọlọ́ṣẹ ńkiri; ìgbà tí ng ò wẹnú ng ó ṣe wẹ̀de?,One must order one's priorities sensibly.
"Èmí dákọ okòó, ìwọ́ dákọ okòó, ò ńpèmí ní mùkọ-mùkọ.",One should not criticize others for flaws that are also one's lot.
"Mo di arúgbó ọdẹ tí ńtu olú, mo di àgbàlagbà ọdẹ tí ńwa ògòǹgò láàtàn; mo di ògbólógbòó akítì tí ńgba ìbọn lọ́wọ́ ọdẹ.",A helpless person pushed to the wall will somehow find the means to put up a fight.
"Mo dàgbà mo dàgó, aré ọmọdé ò tán lójúù mi.",There is something of the youth that lingers even in age.
"Ẹ̀yá ló bí mi, ẹkùn ló wò mí dàgbà, ológìnní gbà mí tọ́; bí kò sẹ́ran lọ́bẹ̀ nkò jẹ.",I will not act in a way inconsistent with my upbringing.
"Màá jẹ iṣu, màá jẹ èrú, ibi ayo ló mọ.",The greediest appetite will not survive satiation.
Èmi ò wá ikún inú agbè fi jiyán; ṣùgbọ́n bíkún bá yí sínú agbè mi mo lè fi jiyán.,"I will not steal, but neither will I refuse a lucky find."
"Èmi-ò-níí-fẹ́-obìnrin-tẹ́nìkan-ńfẹ́, olúwarẹ̀ ò níí fẹ́ obìnrin ni.",A person who wants exclusive rights to a woman (or anything) will look for a long time and in vain.
"Èmi-ò-níí-ṣu-imí-le-imí, olúwarẹ̀ ó rìn jìnnà ààtàn.",People who are too finicky will pay in effort and delay for their habits.
Ará Ìbàdàn kì í ságun; à ó rìn sẹ́hìn ni wọ́n ńwí.,There are ways of avoiding battle without seeming to do so.
Ará Ìbàdàn kì í ságun; à ó rìn sẹ́hìn ni wọ́n ńwí.,There are ways of avoiding battle without seeming to do so.
Ọwọ́ àìdilẹ̀ ní ńyọ koríko lójú àna ẹ̀.,People who are unemployed can expect to be asked to perform all sorts of belittling tasks.
Bí adìẹ́ bá gbélẹ̀ a ya òpìpì.,"Whatever endowment one has, one loses it if one neglects it."
"Bí ọmọdé bá gun òkè àgbà, ó ńláti gbọ́n.",Wisdom goes with age.
"Bí ọmọdé ńlérí bébé, tí kò ní baba, ti baba là ńṣe.",One should not deal too harshly with a child who has no one to direct him or her.
"Bí ọmọdé bá dúpẹ́ ore àná, a rí tòní gbà.",The grateful person encourages others to do him more favors.
"Bí ọmọdé ò rí àjẹkù-u kìnìún nínú igbo, a ní kí ẹran bí ẹkùn ó pa òun.",One is liable to disdain forces the extent of whose powers one is ignorant of.
"Bí ọmọdé bá mọ ayò, ẹyọ la ó fi pa á.","A precocious child may be almost as accomplished as an adult, but will not be quite as accomplished."
"Bí ọmọ́ bá jágbọ́n-ọn kíké, ìyá-a rẹ̀ a jágbọ́n-ọn rírẹ̀ ẹ́.",One must be ready to adapt to cope with any situation.
"Bí ọmọ́ bá jágbọ́n-ọn kíkú, ìyá ẹ̀ a jágbọ́n-ọn sísin.",One should learn to meet wiles with wiles.
"Bí ọmọdé kọ iyán àná, ìtàn la ó pa fún un.",A person who boycotts a meal or some entitlement simply deprives him/herself of some benefits.
"Bí ọmọdé bá dárí sọ apá, apá á pá; bó bá dárí sọ ìrókò, ìrókò a kò ó lọ́nà.",Whoever incites a terrible force to fight will rue his folly.
"Bí ìlùú bá dún àdúnjù, yó fàya.",Disaster follows excess.
"Bí kò bá tíì rẹ ìjà, a kì í là á.",One cannot end a fight that is not yet willing to end.
"Bí ọ̀lẹ́ ò lè jà, a lè kú tùẹ̀.",A person who cannot defend his rights should yield to death.
"Bí ebí bá ńpa ọ̀lẹ, à jẹ́ kó kú.",Shiftless people deserve no sympathy.
"Bí ẹkùn ò bá fẹ̀, èse là ńpè é.",A person who acts beneath his station loses some respect.
"Bí ọkùnrín réjò, tóbìrín pa á, à ní kéjò má ṣáà lọ.",One should not be a stickler about roles.
"Bí eégún ó bàá wọlẹ̀, orò ni ńṣe.",A person intending to do something extraordinary should give prior warning.
"Bí ọ̀ràn-án bá ṣú òkùnkùn, à bẹ̀ ẹ́ wò lábẹ́.","If the facts of a matter are a close secret, one should quietly investigate it."
"Bí ẹnìkan ò kíni “Kú-ù-jokòó,” kíkí Ọlọ́run-ún ju ti igba èèyàn lọ.","Being snubbed by people matters nothing, as long as God does not snub one."
"Bí ẹnìkán ṣe ohun tí ẹnìkan ò ṣe rí, ojú-u rẹ̀ á rí ohun tí ẹnìkan ò rí rí.",Those who do unusual things should expect unusual consequences.
"Ẹni tó máa yáni lẹ́wù, ti ọrùn-un rẹ̀ là ńwò.",One should be discriminating about those from whom one will accept favors.
"Bí èèyán bá ní kò sí irú òun, àwọn ọlọgbọ́n a máa wòye.",A person who thinks he/she is peerless fools no one but him/herself.
"Bí ẹkẹ́-ẹ tálákà ò tó lówùúrọ̀, á tó lálẹ́.",The things one rejects when the choice is abundant will become acceptable when there is no choice.
"Bí alágbára-á bá jẹ ọ́ níyà, fẹ̀rín sí i.",Never protest against victimization by one against whom you can do nothing.
"Bí ọ̀ràn ò tán, ibì kan là ńgbé; arékété lohun ńṣe.",One should await the outcome of a confused situation before embarking on further action.
"Bí ọ̀rán bá pẹ́ nílẹ̀, gbígbọ́n ní ńgbọ́n.","If one keeps at it long enough, one will find the solution for any problem."
"Bí òwe ò bá jọ òwe, a kì í pa á.",One's comparison's should be apt.
Àáyá kan-án bẹ̀ ọ́ wò; igba wọ́n ti rí ọ.,A secret that one discloses to one person is as good as published for all.
"Bí iṣẹ́ kò pẹ́ ẹni, a kì í pẹ́ iṣẹ́.",Tasks that are easy should be finished promptly.
"Bí àrùn búburú bá wọ̀lú, oògùn búburú la fi ńwò ó.",One matches the medicine to the disease.
"Ohun tó ní òun óò bẹ́ni lórí, bó bá ṣíni ní fìlà, ká dúpẹ́.","If the misfortune that befalls one turns out to be far milder than one expected, one should give thanks."
"Bí eegbọ́n bá ṣo ayínrín nímú, adìẹ kọ́ ni yó ja.",The prey is not the one one sends to minister to a predator.
"Bí eegbọ́n bá so mọ́ ajá lẹ́nu, akátá là ńní kó já a?",A person of great substance is not asked to minister to a person of no substance.
"Bí ọlọgbọ́n bá ńfi wèrè se iṣu, ọ̀mọ̀ràn a máa fi gègé yàn án.","If a person tries to mislead one, one finds one's own direction."
"Bí obìnrín bá wọgbó orò, a ò lè rí àbọ̀-ọ ẹ̀ mọ́.",Any person who engages in forbidden action courts destruction.
"Bí obìnrin ò bá gbé ilé tó méjì, kì í mọ èyí tó sàn.","Unless one has tasted some adversity, one does not appreciate one's good fortune."
"Bí ekòló bá kọ ebè, ara-a rẹ̀ ni yó gbìn sí i.",The consequences of a person's actions will fall on the person's own head.
"Bí ọmọdé bá fẹ́ ṣìṣe àgbà, ọjọ́ orí-i rẹ̀ ò níí jẹ́.",A youth does not have what it takes to be an elder.
"Bí ọmọdé ò bá rí oko baba ẹlòmíràn, a ní kò sí oko baba ẹni tó tó ti baba òun.","Until one has seen other people's great accomplishments, one is overly impressed by one's own."
"Bí ọmọdé bá ḿbẹ́ igi, àgbàlagbà a máa wo ibi tí yó wòó sí.","Unlike the youth, the elder is mindful of consequences."
"Bí ìṣẹ́ bá ńṣẹ́ ọ̀dọ́ láṣẹ̀ẹ́jù, kó lọ sígbó erin; bó bá pa erin ìṣẹ́-ẹ rẹ̀ a tán; bí erín bá pá a, ìṣẹ́-ẹ rẹ̀ a tán.","People in desperate straights should resort to desperate remedies; whatever the outcome, they will be no worse off than before."
"Bí ọmọdé bá mọ igbá-di-ogóje, kò lè mọ èrò-kò-wájà.",A person who knows how to cheat those who deal with him will not know how to win them back when they refuse to deal with him.
"Bí ojú ọmọdé ò tó ìtàn, a bá àwígbọ́.","If one does not witness something, one learns from those who did."
"Bí àgbà kò bá ṣe ohun ẹ̀rù, ọmọdé kì í sá.",Youth responds to age according to how age acts.
"Bí àjànàkú ò bá gbẹ́kẹ̀lé fùrọ̀, kì í mi òdù àgbọn.","Unless one can cope with the consequences, one does not engage in an action."
"Bí olókùnrùn yó bàá kú, kó má purọ́ mọ́ àlapà; omitooro kì í korò.","If one must make excuses for one's flaws, one should make them plausible."
"Bí ẹnìkán bá fojú di Orò, Orò a gbé e.",Whoever disdains potential dangers eventually pays for the disdain.
Bí ojú bá sé ojú; kí ohùn má yẹ ohùn.,"Though separated by distances, people should keep agreements they made."
"Bí ẹjá bá sùn, ẹja á fi ẹja jẹ.","If one does not wish to be taken advantage of, one must be ever watchful."
"Bí Ọlọ́run ò ṣe ẹni ní baba, à fi ìyànjú ṣe bí àgbà.","Even if one has no influence, one strives to act responsibly."
"Bí ooré bá pọ̀ lápọ̀jù, ibi ní ńdà.",There can be too much of even a good thing.
"Bí sòbìyà yó bàá degbò, olúgambe là á wí fún.","When a problem arises, one must consult those who can solve it."
"Bí mo bá torí oko kú ng ó rò fáhéré; bí mo bá torí ọ̀gẹ̀dẹ̀ kú ng ó rò fódò; bí mo bá torí alábàjà òkíkí kú, ng ó rò fórí-ì mi.","Were I to die for a woman, the forces ordering my fortune would know why."
"Bí ó di ọdún mẹ́ta tí ẹkùn-ún ti ńṣe òjòjò, olugbe la ó ha rán lọ bẹ̀ ẹ́ wò?","Even though one may be down on one's luck, there are yet certain propositions one would consider insulting."
"Bí iná kò bá tán láṣọ, ẹ̀jẹ̀ kì í tán léèékánná.","If the causes of one's problems are not removed, the problems will persist."
"Bí ayé bá ńyẹni, ìwà ìbàjẹ́ là ńhù.",Prosperity breeds temptations to misbehave.
Owó kì í yéye kọ́mọ ó kú.,One should spare no expenses to take care of one's children or one's affairs.
"Bí alẹ́ kò lẹ́, òòbẹ̀ kì í fò.",All actions must await their auspicious moments.
"Bí a bá fi ojú igi gbígbẹ wo tútù, tútù-ú lè wó pani.",One should be alive to the peculiarities of whatever situations one finds oneself in.
"Bí a bá ní ká bẹ́ igi, a ó bẹ̀ẹ́ èèyàn.","If one behaved towards certain people as they deserve, one would offend innocent people."
"Bí a kò bá rádànán, à fòòbẹ̀ ṣẹbọ.",One makes do with what one can find.
"Bí a kò bá rígún, à fàkàlà ṣẹbọ.",One makes do with what one has.
Bí a kò bá rí wọlé-wọ̀de a ò gbọdọ̀ wọlé ọba.,Always ask leave before venturing into another person's domain. [15]
"Bí iwájú ò bá ṣeé lọ sí, ẹ̀hìn a ṣeé padà sí.","If a goal proves impossible of achievement, one can at least abandon it."
"Bí a kò bá lè dá Tápà, Tápà kì í dáni.","If one fails, one should at least avoid disgrace."
Bí a bá ká okó mọ́ obìnrin nídìí á ní kùkú ni,Trust a woman to deny even the obvious.
"Bí a bá lé ẹni, tí a kò bá ẹni, ìwọ̀n là ḿbá ẹni-í ṣọ̀tá mọ.",Envy should not turn into hatred.
"Bí a kò bá ṣe bí ẹlẹ́dẹ̀ lọ́nà Ìkòròdú, a ò lè ṣe bí Adégbọrọ̀ lọ́jà ọba.","Before one can live in luxury, one must soil one's hands with work."
"Bí a kò bá torí iṣu jẹ epo, à torí epo jẹṣu.","If one does not perform a duty because one likes it, one performs it because it is the right thing to do."
Bí a kò bá jìyà tó kún agbọ̀n; a ò lè jẹ oore tó kún ahá.,Suffering precedes pleasures.
